id,age,gender,signup_date,total_orders,average_order_value,total_spent,frequency_of_purchases,last_purchase_date,product_categories,website_visits,email_open_rate ,social_media_engagement,customer_support_interactions,returns_refunds,payment_method,device_type,loyalty_program_status
464,65,Female,29/11/2020,81,80,,215,28/07/2024,Toys,704,36.5,58,15,7,jcb,Mobile,Gold
465,68,Female,17/09/2020,26,322,,37,16/12/2023,Home & Kitchen,86,27.67,9,14,4,jcb,Desktop,Bronze
466,60,Female,24/06/2019,98,125,,157,19/02/2024,Clothing,661,77.51,24,6,1,visa-electron,Desktop,Silver
467,43,Male,25/08/2019,29,491,,291,26/01/2024,Automotive,904,12.66,63,1,8,jcb,Mobile,Silver
468,90,Female,29/10/2022,67,141,,3,27/09/2023,Pets,882,16.95,23,9,6,laser,Mobile,Platinum
469,78,Female,25/04/2024,17,202,,124,28/08/2024,Pets,149,60.19,68,4,0,diners-club-us-ca,Desktop,Bronze
470,21,Male,04/07/2020,24,273,,75,15/03/2024,Home & Kitchen,539,24.92,35,19,3,china-unionpay,Mobile,Platinum
471,29,Male,24/04/2021,38,92,,326,02/01/2024,Toys,558,75.44,14,9,0,mastercard,Mobile,Bronze
472,41,Male,25/02/2018,87,314,,214,15/06/2024,Beauty,90,58.62,46,17,6,jcb,Desktop,Gold
473,33,Male,21/10/2023,74,141,,328,03/08/2024,Automotive,12,37.93,97,17,6,jcb,Desktop,Silver
474,28,Female,03/02/2024,27,472,,198,18/09/2023,Health,161,11.35,72,13,1,mastercard,Mobile,Platinum
475,68,Female,06/03/2019,40,121,,146,10/08/2024,Health,353,79.11,16,7,9,maestro,Mobile,Gold
476,18,Female,15/02/2023,88,342,,254,15/06/2024,Pets,310,52.27,54,9,9,jcb,Mobile,Bronze
477,93,Male,19/10/2018,3,31,,109,21/07/2024,Automotive,1027,69.2,56,19,6,mastercard,Desktop,Gold
478,62,Male,23/07/2022,85,405,,181,18/05/2024,Toys,297,16.19,23,3,8,jcb,Desktop,Bronze
479,70,Female,25/02/2018,11,24,,4,11/10/2023,Health,190,31.08,65,12,7,jcb,Mobile,Gold
480,81,Male,02/09/2020,100,459,,182,09/07/2024,Clothing,316,38.48,89,17,1,bankcard,Mobile,Silver
481,34,Male,04/12/2022,62,43,,64,25/05/2024,Pets,939,35.25,94,3,3,diners-club-carte-blanche,Desktop,Bronze
482,22,Male,10/06/2022,23,30,,237,07/04/2024,Home & Kitchen,445,74.38,5,20,4,bankcard,Desktop,Platinum
483,28,Female,10/10/2018,33,326,,78,12/07/2024,Books,963,91.92,76,9,7,bankcard,Mobile,Bronze
484,92,Male,27/07/2022,33,16,,128,31/10/2023,Books,141,9.68,62,20,10,jcb,Mobile,Silver
485,47,Male,25/05/2021,16,187,,81,21/01/2024,Home & Kitchen,659,79.82,63,4,10,china-unionpay,Mobile,Platinum
486,91,Male,22/06/2020,27,485,,188,09/04/2024,Health,688,77.11,61,18,8,china-unionpay,Mobile,Platinum
487,35,Female,20/08/2020,3,282,,169,10/05/2024,Home & Kitchen,410,96.49,61,2,5,americanexpress,Desktop,Gold
488,65,Female,18/05/2018,57,76,,235,05/09/2024,Pets,393,0.76,83,7,0,americanexpress,Desktop,Gold
489,25,Male,01/09/2018,80,307,,177,09/01/2024,Home & Kitchen,373,62.92,63,13,0,jcb,Mobile,Bronze
490,56,Female,10/10/2018,67,158,,62,08/06/2024,Home & Kitchen,881,51.35,48,14,8,jcb,Desktop,Bronze
491,75,Male,23/01/2022,55,471,,122,03/06/2024,Sports & Outdoors,478,84.06,74,14,4,jcb,Mobile,Gold
492,46,Male,30/06/2018,83,10,,264,07/06/2024,Home & Kitchen,526,33.14,42,15,10,jcb,Desktop,Silver
493,43,Female,05/06/2018,41,138,,161,26/05/2024,Clothing,294,42.5,13,8,5,jcb,Desktop,Gold
494,49,Male,17/09/2018,2,376,,206,26/12/2023,Sports & Outdoors,432,25.5,87,7,0,visa-electron,Mobile,Silver
495,92,Female,29/04/2021,59,97,,39,03/11/2023,Clothing,48,71.23,25,1,0,instapayment,Desktop,Gold
496,84,Female,27/02/2019,16,44,,251,17/11/2023,Sports & Outdoors,706,70.02,63,11,6,mastercard,Mobile,Bronze
497,63,Female,31/01/2024,27,475,,284,25/11/2023,Health,524,54.6,74,14,10,jcb,Mobile,Bronze
498,94,Male,08/05/2021,42,455,,349,07/05/2024,Clothing,107,1.39,28,18,6,americanexpress,Mobile,Bronze
499,63,Male,28/01/2019,83,242,,305,21/06/2024,Books,421,57.91,5,11,0,visa,Mobile,Gold
500,32,Female,27/12/2018,42,108,,346,03/03/2024,Clothing,917,94.99,0,1,3,jcb,Mobile,Bronze
501,88,Male,22/07/2020,79,339,,254,25/12/2023,Pets,378,61.53,12,3,8,americanexpress,Mobile,Gold
502,40,Male,02/01/2021,85,122,,170,28/12/2023,Beauty,1015,36.59,76,11,10,jcb,Mobile,Platinum
503,25,Female,12/06/2020,24,455,,265,26/05/2024,Sports & Outdoors,585,91.45,16,7,2,mastercard,Desktop,Silver
504,77,Male,20/12/2021,61,291,,292,17/02/2024,Pets,769,85.59,40,4,10,jcb,Desktop,Bronze
505,82,Male,20/10/2021,91,450,,353,30/08/2024,Pets,37,37.78,22,1,9,americanexpress,Desktop,Platinum
506,23,Male,02/02/2023,57,103,,88,02/03/2024,Home & Kitchen,245,63.24,12,12,5,jcb,Desktop,Silver
507,92,Female,08/01/2023,94,329,,205,21/09/2023,Books,310,76.2,19,2,0,laser,Mobile,Bronze
508,89,Female,23/12/2023,47,316,,191,19/04/2024,Health,455,56.18,6,11,9,jcb,Mobile,Silver
509,87,Male,27/01/2020,34,148,,165,21/05/2024,Beauty,12,39.11,82,11,3,visa,Mobile,Bronze
510,52,Female,08/09/2024,47,456,,148,06/11/2023,Sports & Outdoors,271,4.14,51,12,7,mastercard,Desktop,Silver
511,68,Female,01/06/2020,40,166,,266,15/05/2024,Electronics,328,22.54,46,11,2,jcb,Desktop,Bronze
512,72,Male,09/01/2024,7,117,,347,11/08/2024,Electronics,537,24.26,93,18,7,diners-club-carte-blanche,Mobile,Gold
513,18,Male,10/04/2023,1,225,,95,17/08/2024,Home & Kitchen,34,57.73,61,18,9,diners-club-us-ca,Desktop,Bronze
514,71,Male,19/06/2020,80,76,,157,14/10/2023,Electronics,477,85.34,40,3,1,switch,Mobile,Gold
515,69,Male,07/07/2024,1,138,,226,02/06/2024,Toys,542,56.78,26,1,10,bankcard,Mobile,Silver
516,30,Male,21/05/2023,50,68,,280,16/09/2024,Sports & Outdoors,115,23.16,41,11,4,jcb,Mobile,Silver
517,75,Male,28/10/2022,20,398,,163,20/12/2023,Home & Kitchen,1016,79.77,19,11,8,jcb,Mobile,Bronze
518,39,Female,08/03/2021,45,282,,191,08/02/2024,Electronics,896,2.12,3,12,2,jcb,Desktop,Platinum
519,25,Female,05/03/2024,16,162,,152,18/01/2024,Electronics,946,98.61,0,1,8,jcb,Desktop,Gold
520,92,Male,06/11/2023,48,313,,244,06/04/2024,Health,307,30.96,32,5,3,diners-club-enroute,Desktop,Bronze
521,85,Male,28/02/2019,4,388,,252,12/04/2024,Beauty,506,20.31,27,16,1,jcb,Mobile,Gold
522,53,Female,04/08/2020,72,27,,348,24/02/2024,Pets,444,98.47,95,17,10,solo,Desktop,Platinum
523,65,Male,12/02/2020,89,384,,197,14/10/2023,Home & Kitchen,308,76.98,28,13,7,maestro,Desktop,Platinum
524,30,Female,09/12/2022,55,196,,163,11/01/2024,Sports & Outdoors,399,46.53,64,12,8,jcb,Mobile,Gold
525,71,Female,08/04/2024,75,161,,198,26/08/2024,Health,892,64.41,92,0,7,solo,Desktop,Gold
526,21,Male,09/04/2023,20,11,,345,23/04/2024,Clothing,139,93.53,63,18,2,mastercard,Desktop,Bronze
527,70,Male,12/03/2022,78,263,,153,28/07/2024,Clothing,327,6.96,34,12,5,jcb,Desktop,Platinum
528,48,Male,24/08/2021,32,23,,70,14/01/2024,Toys,1027,67.39,24,9,0,china-unionpay,Desktop,Silver
529,53,Male,31/03/2020,72,262,,107,15/04/2024,Beauty,970,30.46,3,14,7,diners-club-carte-blanche,Desktop,Gold
530,31,Female,22/07/2019,2,413,,106,13/03/2024,Pets,77,44.45,83,17,0,jcb,Mobile,Bronze
531,84,Male,04/03/2018,100,85,,346,30/11/2023,Beauty,574,33.99,66,2,8,diners-club-us-ca,Desktop,Platinum
532,33,Male,18/05/2018,84,252,,111,19/08/2024,Clothing,382,80.61,28,20,6,visa-electron,Desktop,Bronze
533,88,Female,01/10/2022,80,177,,268,31/12/2023,Pets,13,14.47,23,14,4,diners-club-enroute,Mobile,Platinum
534,34,Female,02/04/2019,17,316,,107,09/05/2024,Toys,804,32.95,26,6,0,maestro,Desktop,Platinum
535,95,Female,09/03/2023,79,351,,120,25/06/2024,Sports & Outdoors,631,53.01,97,11,1,mastercard,Mobile,Silver
536,25,Male,14/07/2020,47,481,,28,29/05/2024,Books,863,51.55,14,16,4,jcb,Desktop,Platinum
537,49,Female,25/10/2020,88,202,,159,11/07/2024,Beauty,62,56.83,60,1,2,diners-club-carte-blanche,Mobile,Silver
538,36,Female,15/02/2019,9,498,,210,13/12/2023,Clothing,812,65.56,65,8,2,jcb,Desktop,Gold
539,48,Male,13/08/2018,33,354,,360,20/10/2023,Automotive,217,20.97,6,3,5,jcb,Mobile,Platinum
540,64,Male,11/04/2019,84,297,,70,26/05/2024,Pets,911,75.31,60,12,9,switch,Desktop,Silver
541,24,Female,30/07/2020,92,297,,51,24/01/2024,Automotive,43,84.65,84,6,2,jcb,Desktop,Gold
542,66,Male,24/06/2018,1,72,,304,14/05/2024,Home & Kitchen,487,10.43,47,8,0,jcb,Desktop,Gold
543,60,Male,18/09/2022,68,37,,88,19/01/2024,Health,391,22.65,80,3,8,diners-club-enroute,Desktop,Bronze
544,54,Female,08/08/2024,61,442,,87,11/06/2024,Sports & Outdoors,207,53.88,83,1,6,maestro,Mobile,Bronze
545,26,Female,02/11/2021,53,124,,1,31/07/2024,Books,251,59.08,85,9,9,jcb,Mobile,Platinum
546,63,Female,07/01/2021,71,339,,312,24/12/2023,Home & Kitchen,125,6.63,5,19,4,diners-club-us-ca,Mobile,Gold
547,37,Female,09/07/2019,79,344,,127,30/12/2023,Beauty,621,13.47,32,3,0,instapayment,Desktop,Silver
548,83,Female,22/03/2023,19,339,,21,15/06/2024,Pets,324,81.07,57,16,4,instapayment,Mobile,Gold
549,31,Male,06/07/2021,90,262,,281,27/09/2023,Health,1004,48.97,30,8,9,laser,Mobile,Platinum
550,21,Male,08/12/2018,40,105,,31,20/12/2023,Pets,327,19.08,37,3,10,laser,Desktop,Bronze
551,58,Female,09/05/2023,78,448,,197,20/12/2023,Pets,511,70.44,82,12,1,jcb,Mobile,Gold
552,53,Male,06/10/2019,51,379,,230,10/06/2024,Beauty,307,61.68,70,13,1,jcb,Desktop,Platinum
553,85,Female,02/10/2019,2,274,,197,22/07/2024,Toys,809,54.29,14,4,5,china-unionpay,Mobile,Bronze
554,74,Female,28/11/2020,69,412,,256,29/11/2023,Books,131,86.99,36,16,10,jcb,Desktop,Gold
555,45,Female,26/08/2024,37,417,,114,15/01/2024,Automotive,462,4.34,46,13,5,americanexpress,Desktop,Platinum
556,83,Male,15/04/2019,67,17,,210,27/12/2023,Beauty,116,67.51,59,2,9,jcb,Mobile,Silver
557,84,Male,29/10/2022,67,26,,159,21/09/2023,Pets,549,2.36,42,12,1,jcb,Mobile,Bronze
558,56,Female,16/12/2018,55,173,,324,25/07/2024,Home & Kitchen,127,26.74,96,7,8,visa-electron,Mobile,Silver
559,64,Female,29/11/2020,12,463,,44,13/02/2024,Pets,643,14.13,37,13,7,jcb,Desktop,Gold
560,45,Male,04/06/2020,82,154,,35,01/02/2024,Sports & Outdoors,955,20.69,87,13,9,maestro,Mobile,Platinum
561,30,Female,18/07/2022,30,294,,250,02/09/2024,Toys,1013,34.13,4,11,10,jcb,Mobile,Bronze
562,19,Male,08/12/2020,75,324,,188,25/12/2023,Books,617,18.69,94,2,10,jcb,Mobile,Silver
563,70,Male,16/09/2018,1,213,,19,29/12/2023,Toys,3,63.33,64,10,5,mastercard,Mobile,Bronze
564,41,Male,07/09/2018,95,70,,196,05/07/2024,Automotive,770,33.04,80,11,3,visa-electron,Mobile,Silver
565,89,Male,21/08/2019,79,306,,261,21/02/2024,Automotive,906,98.53,70,17,6,jcb,Mobile,Platinum
566,23,Female,24/12/2023,19,24,,23,05/10/2023,Automotive,641,44.45,71,2,6,visa,Mobile,Platinum
567,69,Male,23/12/2020,13,499,,218,27/02/2024,Home & Kitchen,189,83.02,85,12,5,diners-club-enroute,Mobile,Silver
568,72,Male,29/03/2020,9,459,,321,12/11/2023,Toys,777,34.72,23,0,5,solo,Desktop,Gold
569,93,Male,04/01/2019,81,179,,18,24/02/2024,Sports & Outdoors,103,39.92,29,0,3,switch,Desktop,Platinum
570,44,Male,16/07/2018,90,468,,111,26/07/2024,Books,381,29.39,99,15,0,jcb,Desktop,Silver
571,91,Male,15/08/2024,51,267,,120,13/02/2024,Home & Kitchen,285,58.06,61,1,5,visa-electron,Desktop,Platinum
572,54,Female,01/06/2022,47,92,,258,11/09/2024,Automotive,477,93.33,8,6,0,mastercard,Mobile,Gold
573,63,Female,13/07/2019,39,50,,329,11/08/2024,Electronics,385,39.37,50,11,4,americanexpress,Mobile,Platinum
574,85,Female,30/08/2022,91,94,,339,25/10/2023,Health,929,18.28,53,14,5,jcb,Desktop,Gold
575,91,Male,06/02/2021,43,413,,201,19/05/2024,Toys,923,64.53,83,7,10,switch,Desktop,Silver
576,68,Male,09/06/2019,78,371,,156,08/02/2024,Electronics,641,96.35,41,13,7,jcb,Mobile,Bronze
577,75,Male,22/02/2024,76,63,,328,12/12/2023,Clothing,633,26.04,16,15,5,visa-electron,Desktop,Platinum
578,32,Female,16/01/2019,60,197,,175,07/01/2024,Electronics,770,84.42,44,11,2,jcb,Mobile,Bronze
579,77,Female,20/07/2023,94,34,,294,09/07/2024,Beauty,522,43.23,55,16,7,jcb,Mobile,Platinum
580,39,Male,05/12/2020,76,92,,154,07/08/2024,Pets,695,70.14,91,13,3,switch,Mobile,Gold
581,18,Female,08/10/2020,86,347,,52,21/03/2024,Health,151,44.68,31,1,0,mastercard,Desktop,Platinum
582,69,Female,29/12/2021,44,335,,292,08/03/2024,Automotive,864,40.75,79,0,1,diners-club-us-ca,Mobile,Silver
583,76,Male,24/11/2022,93,114,,175,27/09/2023,Automotive,671,23.98,63,17,7,jcb,Mobile,Silver
584,37,Male,24/04/2024,78,233,,266,19/10/2023,Health,328,46.08,44,7,8,instapayment,Desktop,Platinum
585,40,Male,19/05/2023,91,345,,316,16/02/2024,Pets,31,80.14,13,6,10,diners-club-carte-blanche,Desktop,Bronze
586,71,Female,05/03/2021,35,326,,211,19/10/2023,Automotive,321,70.28,6,7,0,visa-electron,Mobile,Bronze
587,76,Female,17/05/2023,59,348,,337,11/02/2024,Toys,595,24.28,50,0,1,jcb,Desktop,Platinum
588,93,Female,05/07/2020,97,122,,170,09/08/2024,Books,406,51.07,45,4,6,diners-club-carte-blanche,Desktop,Silver
589,87,Male,30/08/2021,8,376,,52,13/07/2024,Pets,807,9.23,87,5,4,switch,Mobile,Gold
590,20,Female,11/09/2023,45,330,,209,07/07/2024,Books,634,43.98,52,8,4,laser,Mobile,Silver
591,77,Female,19/06/2020,88,491,,261,29/07/2024,Books,848,40.43,57,14,3,americanexpress,Mobile,Silver
592,30,Female,26/04/2019,48,379,,190,21/05/2024,Electronics,135,19.29,7,14,4,switch,Desktop,Gold
593,82,Female,27/10/2022,80,494,,364,03/04/2024,Automotive,286,23.65,47,13,3,switch,Desktop,Platinum
594,19,Female,21/05/2019,45,380,,198,31/12/2023,Automotive,205,90.02,40,18,8,mastercard,Desktop,Silver
595,74,Male,07/05/2019,81,140,,228,17/02/2024,Beauty,5,31.38,97,6,6,americanexpress,Desktop,Bronze
596,91,Male,19/12/2020,76,287,,349,22/09/2023,Sports & Outdoors,268,56.85,49,4,3,instapayment,Desktop,Bronze
597,94,Male,18/12/2022,91,290,,244,05/02/2024,Clothing,770,31.1,89,6,8,diners-club-enroute,Mobile,Bronze
598,84,Male,01/04/2020,12,445,,141,04/11/2023,Sports & Outdoors,463,4.93,30,0,0,jcb,Desktop,Silver
599,36,Female,14/10/2018,62,99,,343,05/03/2024,Books,937,0.15,88,14,0,jcb,Desktop,Silver
600,37,Female,29/09/2022,78,73,,63,12/12/2023,Sports & Outdoors,267,83.13,92,3,9,jcb,Mobile,Gold
601,53,Male,16/09/2023,65,367,,129,03/01/2024,Books,120,10.03,56,8,1,diners-club-carte-blanche,Desktop,Platinum
602,49,Female,06/03/2020,47,45,,212,20/05/2024,Sports & Outdoors,2,53.08,83,7,9,china-unionpay,Desktop,Bronze
603,36,Male,28/07/2024,72,249,,206,12/02/2024,Home & Kitchen,834,3.25,83,15,2,jcb,Desktop,Gold
604,22,Female,08/12/2019,59,105,,82,11/03/2024,Automotive,1010,22.79,11,0,10,laser,Mobile,Platinum
605,38,Male,01/10/2018,13,226,,85,11/03/2024,Electronics,533,87.49,93,19,10,jcb,Mobile,Platinum
606,72,Female,15/06/2019,89,435,,168,14/01/2024,Electronics,262,48.11,19,20,1,diners-club-carte-blanche,Desktop,Gold
607,75,Male,26/11/2020,26,391,,251,18/04/2024,Clothing,326,6.84,39,4,9,mastercard,Desktop,Gold
608,36,Female,28/04/2020,57,175,,56,11/08/2024,Books,56,44.05,26,7,5,jcb,Desktop,Gold
609,24,Male,02/01/2021,11,80,,53,02/07/2024,Electronics,861,43.89,51,6,5,jcb,Desktop,Gold
610,76,Female,20/04/2019,13,136,,73,09/06/2024,Clothing,794,30.0,40,0,7,jcb,Desktop,Gold
611,78,Male,15/05/2024,22,311,,126,10/09/2024,Home & Kitchen,484,1.32,40,11,0,china-unionpay,Desktop,Silver
612,86,Male,23/03/2023,21,276,,354,03/02/2024,Toys,54,53.77,31,20,3,jcb,Mobile,Platinum
613,45,Male,07/05/2024,31,424,,99,16/09/2024,Home & Kitchen,997,65.72,55,12,7,jcb,Mobile,Silver
614,88,Female,29/10/2018,47,360,,33,30/10/2023,Sports & Outdoors,994,51.63,66,5,3,visa,Mobile,Bronze
615,57,Female,22/09/2023,37,360,,303,10/06/2024,Health,1013,83.68,83,19,3,switch,Mobile,Platinum
616,34,Male,12/03/2021,1,353,,112,19/10/2023,Pets,136,41.56,76,9,7,maestro,Desktop,Platinum
617,75,Female,18/06/2024,56,40,,133,08/11/2023,Pets,434,3.34,69,6,10,jcb,Desktop,Silver
618,20,Female,16/09/2019,20,333,,68,31/07/2024,Books,900,42.88,45,0,8,maestro,Desktop,Platinum
619,18,Female,21/09/2020,98,334,,188,16/12/2023,Automotive,1001,72.2,83,17,6,jcb,Desktop,Gold
620,95,Female,15/01/2023,65,92,,43,13/10/2023,Sports & Outdoors,625,58.01,62,3,5,jcb,Mobile,Silver
621,77,Female,24/03/2018,1,160,,25,11/04/2024,Beauty,128,20.5,83,8,8,jcb,Desktop,Platinum
622,93,Female,18/03/2022,57,144,,227,26/06/2024,Beauty,869,90.63,5,13,9,mastercard,Desktop,Silver
623,66,Female,31/08/2019,79,391,,44,19/10/2023,Home & Kitchen,451,91.23,55,4,5,diners-club-enroute,Mobile,Gold
624,85,Male,27/11/2023,52,189,,160,27/11/2023,Toys,183,63.53,73,20,0,jcb,Mobile,Bronze
625,67,Male,10/01/2020,44,290,,75,13/09/2024,Electronics,493,81.08,47,6,6,laser,Mobile,Bronze
626,64,Female,10/11/2018,10,20,,146,21/07/2024,Electronics,112,40.99,62,15,7,maestro,Desktop,Silver
627,81,Male,27/05/2022,28,103,,316,29/04/2024,Sports & Outdoors,548,85.74,12,14,8,jcb,Mobile,Gold
628,90,Male,03/05/2020,91,89,,8,20/03/2024,Home & Kitchen,550,98.09,31,16,1,diners-club-carte-blanche,Desktop,Gold
629,36,Male,21/09/2018,14,10,,162,27/05/2024,Books,739,69.38,88,17,6,jcb,Mobile,Platinum
630,65,Male,13/12/2022,39,152,,261,05/07/2024,Clothing,704,49.0,48,17,8,diners-club-enroute,Mobile,Silver
631,69,Male,25/08/2023,11,237,,87,13/05/2024,Toys,79,92.52,53,5,8,laser,Desktop,Gold
632,41,Male,05/04/2022,12,185,,1,13/03/2024,Automotive,990,52.51,31,6,9,jcb,Mobile,Bronze
633,49,Female,03/10/2022,57,142,,64,05/03/2024,Home & Kitchen,642,84.26,42,12,2,diners-club-carte-blanche,Desktop,Gold
634,41,Male,27/03/2019,99,55,,45,29/12/2023,Toys,1001,34.39,76,1,8,mastercard,Mobile,Platinum
635,73,Male,02/03/2018,16,131,,33,08/10/2023,Books,527,69.39,45,2,9,visa-electron,Desktop,Bronze
636,78,Male,30/03/2018,7,212,,219,18/09/2023,Electronics,989,14.77,35,12,8,jcb,Desktop,Platinum
637,81,Male,31/08/2019,42,258,,136,26/05/2024,Automotive,228,6.3,35,0,3,diners-club-carte-blanche,Desktop,Bronze
638,86,Male,08/12/2020,83,432,,98,24/06/2024,Sports & Outdoors,502,17.85,15,6,10,jcb,Mobile,Silver
639,86,Male,17/05/2022,65,122,,161,18/06/2024,Toys,438,58.99,18,13,9,jcb,Desktop,Silver
640,72,Male,25/01/2022,95,148,,190,29/10/2023,Health,606,27.17,33,19,6,switch,Desktop,Bronze
641,24,Female,17/12/2022,54,73,,60,19/07/2024,Clothing,410,17.36,93,2,2,jcb,Desktop,Platinum
642,55,Male,24/11/2019,27,236,,290,06/02/2024,Sports & Outdoors,392,78.75,51,2,9,laser,Mobile,Bronze
643,78,Male,11/05/2020,7,405,,169,30/07/2024,Books,200,11.38,79,8,5,jcb,Mobile,Platinum
644,23,Female,23/10/2020,98,400,,2,17/04/2024,Pets,625,54.93,23,14,10,jcb,Desktop,Silver
645,62,Male,23/02/2018,63,347,,157,12/01/2024,Pets,476,26.87,95,9,9,laser,Mobile,Bronze
646,46,Male,04/04/2024,14,118,,51,24/08/2024,Books,991,41.58,46,3,9,jcb,Desktop,Platinum
647,48,Male,01/08/2021,33,239,,227,11/03/2024,Sports & Outdoors,823,11.54,83,3,0,switch,Desktop,Gold
648,32,Male,01/03/2019,16,38,,271,20/06/2024,Health,240,20.49,59,1,1,diners-club-enroute,Mobile,Bronze
649,45,Male,13/04/2024,38,269,,112,23/03/2024,Automotive,681,33.51,43,14,5,diners-club-carte-blanche,Desktop,Bronze
650,80,Female,17/05/2018,67,81,,291,05/08/2024,Books,639,30.75,83,7,9,jcb,Desktop,Bronze
651,67,Female,03/04/2022,8,182,,148,09/09/2024,Automotive,886,57.28,49,13,4,jcb,Desktop,Platinum
652,21,Male,27/03/2021,53,123,,38,03/06/2024,Pets,178,8.26,51,0,8,china-unionpay,Desktop,Platinum
653,94,Female,21/02/2019,57,254,,110,25/05/2024,Pets,380,82.28,39,14,9,solo,Desktop,Gold
654,36,Female,30/03/2021,88,12,,134,10/08/2024,Toys,750,68.12,1,7,10,mastercard,Mobile,Bronze
655,26,Male,16/09/2022,56,122,,231,20/06/2024,Sports & Outdoors,351,12.42,89,12,8,diners-club-enroute,Mobile,Silver
656,62,Female,28/11/2019,7,105,,44,07/03/2024,Electronics,4,80.96,93,11,9,visa,Mobile,Platinum
657,40,Male,01/09/2019,25,191,,30,04/10/2023,Books,353,86.86,57,20,5,jcb,Desktop,Bronze
658,77,Female,20/06/2021,6,159,,326,15/07/2024,Home & Kitchen,99,11.59,57,0,1,jcb,Desktop,Gold
659,63,Male,12/11/2020,68,94,,234,01/06/2024,Automotive,694,80.15,49,10,5,maestro,Desktop,Silver
660,80,Male,06/06/2019,10,27,,305,25/01/2024,Beauty,425,45.02,58,3,8,maestro,Mobile,Platinum
661,51,Male,22/01/2019,90,158,,92,08/10/2023,Beauty,421,59.18,71,16,0,jcb,Desktop,Silver
662,77,Female,20/03/2020,91,330,,128,24/08/2024,Home & Kitchen,774,56.7,16,18,7,jcb,Desktop,Silver
663,71,Female,08/02/2023,11,500,,274,05/03/2024,Sports & Outdoors,386,58.94,51,5,5,jcb,Desktop,Platinum
664,73,Female,01/05/2023,60,112,,212,25/01/2024,Clothing,284,12.63,72,4,2,switch,Desktop,Platinum
665,69,Male,14/11/2023,29,197,,230,24/12/2023,Clothing,516,91.5,6,13,8,diners-club-carte-blanche,Desktop,Silver
666,31,Male,13/06/2022,2,166,,351,06/10/2023,Clothing,821,17.66,99,8,4,diners-club-carte-blanche,Mobile,Gold
667,66,Female,19/08/2024,30,345,,80,05/11/2023,Pets,71,42.85,97,14,7,maestro,Mobile,Platinum
668,69,Male,31/07/2019,27,403,,109,20/05/2024,Electronics,438,15.54,71,14,2,visa,Mobile,Silver
669,33,Female,08/03/2018,7,128,,261,17/10/2023,Automotive,733,9.98,49,17,10,jcb,Mobile,Silver
670,20,Male,28/09/2023,41,49,,189,26/02/2024,Clothing,890,12.27,99,1,5,jcb,Mobile,Gold
671,75,Female,16/12/2022,93,422,,163,14/02/2024,Sports & Outdoors,521,61.74,65,16,8,americanexpress,Mobile,Silver
672,47,Female,01/12/2023,26,307,,28,22/04/2024,Pets,315,77.6,89,12,5,mastercard,Desktop,Silver
673,39,Male,20/06/2021,65,298,,329,11/09/2024,Health,285,35.68,42,7,2,maestro,Desktop,Silver
674,92,Female,25/11/2018,14,46,,210,16/06/2024,Beauty,105,4.34,19,13,0,jcb,Mobile,Silver
675,81,Male,08/01/2022,23,196,,252,19/05/2024,Home & Kitchen,942,20.33,0,1,8,jcb,Desktop,Platinum
676,81,Male,10/06/2020,90,397,,12,25/05/2024,Books,319,6.85,33,4,2,mastercard,Mobile,Gold
677,51,Male,22/11/2021,20,261,,182,06/07/2024,Automotive,49,66.37,33,19,8,diners-club-international,Desktop,Platinum
678,39,Female,02/12/2019,44,205,,220,25/08/2024,Toys,268,51.05,9,20,7,jcb,Mobile,Silver
679,94,Male,15/11/2023,64,476,,197,20/03/2024,Books,115,8.09,92,6,1,diners-club-international,Desktop,Platinum
680,51,Male,25/05/2020,20,401,,258,20/02/2024,Pets,934,67.25,89,14,0,diners-club-us-ca,Desktop,Silver
681,32,Female,19/09/2019,68,143,,218,18/10/2023,Beauty,507,35.06,54,11,0,bankcard,Mobile,Gold
682,86,Female,14/12/2021,14,488,,142,02/08/2024,Books,860,71.79,31,15,2,mastercard,Mobile,Bronze
683,74,Female,11/02/2023,8,227,,81,19/02/2024,Sports & Outdoors,643,0.72,32,10,8,instapayment,Mobile,Gold
684,62,Female,26/04/2023,31,232,,187,01/10/2023,Books,915,54.71,2,0,10,jcb,Mobile,Bronze
685,18,Male,17/07/2018,89,113,,20,17/02/2024,Books,1006,47.9,58,9,5,switch,Desktop,Bronze
686,88,Male,13/01/2023,82,423,,334,18/12/2023,Sports & Outdoors,712,26.09,69,9,8,switch,Mobile,Platinum
687,58,Male,14/01/2020,69,411,,116,15/03/2024,Pets,886,98.6,95,16,2,china-unionpay,Mobile,Platinum
688,80,Female,29/03/2019,76,187,,102,24/08/2024,Pets,529,67.61,33,17,8,switch,Mobile,Gold
689,74,Male,26/09/2021,9,40,,205,25/06/2024,Sports & Outdoors,158,24.34,30,6,7,jcb,Mobile,Gold
690,32,Male,19/06/2024,47,205,,349,29/04/2024,Sports & Outdoors,483,95.95,85,19,5,bankcard,Desktop,Bronze
691,76,Female,25/05/2022,15,328,,170,10/12/2023,Home & Kitchen,937,4.31,92,19,8,bankcard,Desktop,Gold
692,34,Male,10/05/2022,52,367,,21,20/05/2024,Pets,536,83.84,35,11,10,jcb,Mobile,Platinum
693,52,Female,29/01/2024,1,192,,342,07/09/2024,Toys,524,42.84,67,20,7,maestro,Desktop,Gold
694,75,Male,05/07/2023,57,128,,22,26/06/2024,Books,305,63.83,85,9,1,switch,Mobile,Platinum
