age,total_orders,average_order_value,total_spent,frequency_of_purchases,website_visits,social_media_engagement,customer_support_interactions,returns_refunds,email_open_rate,account_age_days,days_since_last_purchase,gender_Male,product_categories_Beauty,product_categories_Books,product_categories_Clothing,product_categories_Electronics,product_categories_Health,product_categories_Home & Kitchen,product_categories_Pets,product_categories_Sports & Outdoors,product_categories_Toys,payment_method_bankcard,payment_method_china-unionpay,payment_method_diners-club-carte-blanche,payment_method_diners-club-enroute,payment_method_diners-club-international,payment_method_diners-club-us-ca,payment_method_instapayment,payment_method_jcb,payment_method_laser,payment_method_maestro,payment_method_mastercard,payment_method_solo,payment_method_switch,payment_method_visa,payment_method_visa-electron,device_type_Mobile,loyalty_program_status_Gold,loyalty_program_status_Platinum,loyalty_program_status_Silver
77,61,291,17751,12.934426229508198,769,40,4,10,85.59,1004,215,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
82,91,450,40950,11.483516483516484,37,22,1,9,37.78,1065,20,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
23,57,103,5871,6.912280701754386,245,12,12,5,63.24,595,201,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
92,94,329,30926,2.723404255319149,310,19,2,0,76.2,620,364,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
89,47,316,14852,2.5106382978723403,455,6,11,9,56.18,271,153,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
87,34,148,5032,46.35294117647059,12,82,11,3,39.11,1697,121,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
68,40,166,6640,36.1,328,46,11,2,22.54,1571,127,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
72,7,117,819,30.714285714285715,537,93,18,7,24.26,254,39,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
18,1,225,225,495.0,34,61,18,9,57.73,528,33,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71,80,76,6080,15.15,477,40,3,1,85.34,1553,341,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
30,50,68,3400,9.68,115,41,11,4,23.16,487,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
75,20,398,7960,20.9,1016,19,11,8,79.77,692,274,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
39,45,282,12690,23.711111111111112,896,3,12,2,2.12,1291,224,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
92,48,313,15024,3.1666666666666665,307,32,5,3,30.96,318,166,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,4,388,1552,467.5,506,27,16,1,20.31,2030,160,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
53,72,27,1944,18.041666666666668,444,95,17,10,98.47,1507,208,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
65,89,384,34176,15.0561797752809,308,28,13,7,76.98,1681,341,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30,55,196,10780,7.236363636363636,399,64,12,8,46.53,650,252,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
71,75,161,12075,1.8666666666666667,892,92,0,7,64.41,164,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
21,20,11,220,19.0,139,63,18,2,93.53,529,149,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70,78,263,20514,11.14102564102564,327,34,12,5,6.96,922,53,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
48,32,23,736,27.28125,1027,24,9,0,67.39,1122,249,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,72,262,18864,20.5,970,3,14,7,30.46,1633,157,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,2,413,826,848.0,77,83,17,0,44.45,1886,190,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
84,100,85,8500,20.97,574,66,2,8,33.99,2391,294,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
33,84,252,21168,27.202380952380953,382,28,20,6,80.61,2316,31,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
88,80,177,14160,5.7,13,23,14,4,14.47,719,263,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,17,316,5372,109.6470588235294,804,26,6,0,32.95,1997,133,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
95,79,351,27729,6.0,631,97,11,1,53.01,560,86,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
25,47,481,22607,30.106382978723403,863,14,16,4,51.55,1528,113,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
49,88,202,17776,15.397727272727273,62,60,1,2,56.83,1425,70,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,9,498,4482,195.77777777777777,812,65,8,2,65.56,2043,281,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
48,33,354,11682,57.39393939393939,217,6,3,5,20.97,2229,335,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
64,84,297,24948,22.285714285714285,911,60,12,9,75.31,1988,116,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
24,92,297,27324,13.83695652173913,43,84,6,2,84.65,1512,239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
66,1,72,72,2151.0,487,47,8,0,10.43,2279,128,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
60,68,37,2516,7.176470588235294,391,80,3,8,22.65,732,244,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,53,124,6572,18.90566037735849,251,85,9,9,59.08,1052,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
63,71,339,24069,15.225352112676056,125,5,19,4,6.63,1351,270,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
37,79,344,27176,20.696202531645568,621,32,3,0,13.47,1899,264,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
83,19,339,6441,23.736842105263158,324,57,16,4,81.07,547,96,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
31,90,262,23580,9.033333333333333,1004,30,8,9,48.97,1171,358,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
21,40,105,4200,45.95,327,37,3,10,19.08,2112,274,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58,78,448,34944,2.8846153846153846,511,82,12,1,70.44,499,274,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
53,51,379,19329,33.509803921568626,307,70,13,1,61.68,1810,101,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
85,2,274,548,877.5,809,14,4,5,54.29,1814,59,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
74,69,412,28428,15.884057971014492,131,36,16,10,86.99,1391,295,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
83,67,17,1139,25.62686567164179,116,59,2,9,67.51,1984,267,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
84,67,26,1742,4.880597014925373,549,42,12,1,2.36,691,364,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
56,55,173,9515,37.236363636363635,127,96,7,8,26.74,2104,56,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
64,12,463,5556,97.58333333333333,643,37,13,7,14.13,1390,219,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
45,82,154,12628,16.304878048780488,955,87,13,9,20.69,1568,231,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
30,30,294,8820,25.9,1013,4,11,10,34.13,794,17,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
19,75,324,24300,14.826666666666666,617,94,2,10,18.69,1381,269,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
70,1,213,213,1930.0,3,64,10,5,63.33,2195,265,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
41,95,70,6650,22.4,770,80,11,3,33.04,2204,76,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
89,79,306,24174,20.82278481012658,906,70,17,6,98.53,1856,211,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
69,13,499,6487,89.3076923076923,189,85,12,5,83.02,1366,205,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
72,9,459,4131,147.0,777,23,0,5,34.72,1635,312,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
93,81,179,14499,23.17283950617284,103,29,0,3,39.92,2085,208,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
44,90,468,42120,24.466666666666665,381,99,15,0,29.39,2257,55,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
54,47,92,4324,17.72340425531915,477,8,6,0,93.33,841,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
63,39,50,1950,47.58974358974359,385,50,11,4,39.37,1895,39,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
85,91,94,8554,4.626373626373627,929,53,14,5,18.28,751,330,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
91,43,413,17759,27.86046511627907,923,83,7,10,64.53,1321,123,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
68,78,371,28938,21.858974358974358,641,41,13,7,96.35,1929,224,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
32,60,197,11820,30.283333333333335,770,44,11,2,84.42,2073,256,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
77,94,34,3196,3.776595744680851,522,55,16,7,43.23,427,72,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
39,76,92,6992,17.644736842105264,695,91,13,3,70.14,1384,43,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
18,86,347,29842,14.651162790697674,151,31,1,0,44.68,1442,182,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
69,44,335,14740,18.181818181818183,864,79,0,1,40.75,995,195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
76,93,114,10602,3.3010752688172045,671,63,17,7,23.98,665,358,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
40,91,345,31395,3.0,31,13,6,10,80.14,489,216,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,35,326,11410,27.37142857142857,321,6,7,0,70.28,1294,336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
76,59,348,20532,4.576271186440678,595,50,0,1,24.28,491,221,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
93,97,122,11834,15.422680412371134,406,45,4,6,51.07,1537,41,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
87,8,376,3008,131.0,807,87,5,4,9.23,1116,68,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
20,45,330,14850,6.666666666666667,634,52,8,4,43.98,374,74,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
77,88,491,43208,17.056818181818183,848,57,14,3,40.43,1553,52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,48,379,18192,38.583333333333336,135,7,14,4,19.29,1973,121,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
82,80,494,39520,6.55,286,47,13,3,23.65,693,169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
19,45,380,17100,37.44444444444444,205,40,18,8,90.02,1948,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
74,81,140,11340,21.567901234567902,5,97,6,6,31.38,1962,215,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,76,287,21812,13.25,268,49,4,3,56.85,1370,363,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
94,91,290,26390,4.549450549450549,770,89,6,8,31.1,641,227,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
84,12,445,5340,109.33333333333333,463,30,0,0,4.93,1632,320,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,62,99,6138,31.758064516129032,937,88,14,0,0.15,2167,198,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
37,78,73,5694,5.628205128205129,267,92,3,9,83.13,721,282,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
53,65,367,23855,1.676923076923077,120,56,8,1,10.03,369,260,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,47,45,2115,32.680851063829785,2,83,7,9,53.08,1658,122,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,59,105,6195,26.35593220338983,1010,11,0,10,22.79,1747,192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,13,226,2938,152.92307692307693,533,93,19,10,87.49,2180,192,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
72,89,435,38715,18.808988764044944,262,19,20,1,48.11,1923,249,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,26,391,10166,47.65384615384615,326,39,4,9,6.84,1393,154,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
36,57,175,9975,27.473684210526315,56,26,7,5,44.05,1605,39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
24,11,80,880,116.0909090909091,861,51,6,5,43.89,1356,79,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
76,13,136,1768,144.3846153846154,794,40,0,7,30.0,1979,102,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
78,22,311,6842,5.363636363636363,484,40,11,0,1.32,127,9,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
86,21,276,5796,15.095238095238095,54,31,20,3,53.77,546,229,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
45,31,424,13144,4.258064516129032,997,55,12,7,65.72,135,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
88,47,360,16920,38.87234042553192,994,66,5,3,51.63,2152,325,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
57,37,360,13320,7.081081081081081,1013,83,19,3,83.68,363,101,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
34,1,353,353,951.0,136,76,9,7,41.56,1287,336,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
20,20,333,6660,89.0,900,45,0,8,42.88,1830,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
18,98,334,32732,12.051020408163266,1001,83,17,6,72.2,1459,278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
95,65,92,5980,4.1692307692307695,625,62,3,5,58.01,613,342,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
77,1,160,160,2210.0,128,83,8,8,20.5,2371,161,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
93,57,144,8208,14.578947368421053,869,5,13,9,90.63,916,85,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
66,79,391,30889,19.11392405063291,451,55,4,5,91.23,1846,336,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
85,52,189,9828,0.0,183,73,20,0,63.53,297,297,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
67,44,290,12760,38.81818181818182,493,47,6,6,81.08,1714,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
64,10,20,200,208.0,112,62,15,7,40.99,2140,60,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
81,28,103,2884,25.107142857142858,548,12,14,8,85.74,846,143,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
90,91,89,8099,15.571428571428571,550,31,16,1,98.09,1600,183,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,14,10,140,148.21428571428572,739,88,17,6,69.38,2190,115,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
65,39,152,5928,14.615384615384615,704,48,17,8,49.0,646,76,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
69,11,237,2607,23.818181818181817,79,53,5,8,92.52,391,129,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
41,12,185,2220,59.0,990,31,6,9,52.51,898,190,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
49,57,142,8094,9.105263157894736,642,42,12,2,84.26,717,198,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41,99,55,5445,17.555555555555557,1001,76,1,8,34.39,2003,265,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
73,16,131,2096,127.875,527,45,2,9,69.39,2393,347,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
78,7,212,1484,285.42857142857144,989,35,12,8,14.77,2365,367,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
81,42,258,10836,41.19047619047619,228,35,0,3,6.3,1846,116,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,83,432,35856,15.590361445783133,502,15,6,10,17.85,1381,87,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
86,65,122,7930,11.738461538461538,438,18,13,9,58.99,856,93,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
72,95,148,14060,6.757894736842105,606,33,19,6,27.17,968,326,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
24,54,73,3942,10.74074074074074,410,93,2,2,17.36,642,62,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
55,27,236,6372,56.851851851851855,392,51,2,9,78.75,1761,226,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
78,7,405,2835,220.14285714285714,200,79,8,5,11.38,1592,51,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
23,98,400,39200,12.979591836734693,625,23,14,10,54.93,1427,155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
62,63,347,21861,34.111111111111114,476,95,9,9,26.87,2400,251,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
46,14,118,1652,10.142857142857142,991,46,3,9,41.58,168,26,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
48,33,239,7887,28.87878787878788,823,83,3,0,11.54,1145,192,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
32,16,38,608,121.125,240,59,1,1,20.49,2029,91,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
80,67,81,5427,33.91044776119403,639,83,7,9,30.75,2317,45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
67,8,182,1456,111.25,886,49,13,4,57.28,900,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
21,53,123,6519,21.962264150943398,178,51,0,8,8.26,1272,108,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94,57,254,14478,33.68421052631579,380,39,14,9,82.28,2037,117,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
36,88,12,1056,13.965909090909092,750,1,7,10,68.12,1269,40,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
26,56,122,6832,11.482142857142858,351,89,12,8,12.42,734,91,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
62,7,105,735,223.0,4,93,11,9,80.96,1757,196,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
40,25,191,4775,59.76,353,57,20,5,86.86,1845,351,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
77,6,159,954,186.83333333333334,99,57,0,1,11.59,1187,66,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
63,68,94,6392,19.073529411764707,694,49,10,5,80.15,1407,110,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
80,10,27,270,169.4,425,58,3,8,45.02,1932,238,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
51,90,158,14220,19.11111111111111,421,71,16,0,59.18,2067,347,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
77,91,330,30030,17.78021978021978,774,16,18,7,56.7,1644,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
71,11,500,5500,35.54545454545455,386,51,5,5,58.94,589,198,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
73,60,112,6720,4.483333333333333,284,72,4,2,12.63,507,238,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
69,29,197,5713,1.3793103448275863,516,6,13,8,91.5,310,270,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
